text	label
adversarial us position	0
is the problem	0
destruction	0
menace	0
opportunity	1
calm	1
far better than	1
supported	1
warned	0
this confidence	1
integral	1
urged	1
aspirations	1
greatly miscalculating	0
took issue	0
spurned	0
is confident	1
opposition	0
hasty	0
expressed sympathy	0
formed a close friendship	1
emphatically condemned in the strongest terms	0
dropped	0
a hidden subsidy	0
caustically criticized	0
hold in	1
forceful means	0
not the zionists	1
back away from	0
but the concentration camp strongly resembles a dog pound	0
had issued a warning	0
promoting	1
but	0
inhuman treatment	0
considered	1
disputed by	0
but	0
have also moved to contest	0
great contributions	1
opposed	0
are urged	0
hesitated	0
used the word of axis of evil to label	0
did away with the discrimination that had existed for years	1
widened	1
chorus of condemnation	0
legal limbo	0
based on its terms	0
should be condemned	0
tension between	0
final end to violence and terrorism	1
abandon its one - sidedness	0
provoke	0
the demon they have reared	0
supported	1
global crisis	0
took advantage	0
vowed	1
choked off	0
quite supportive	1
holds so dear to his heart	1
liberation and independence	1
aligned himself and established a distinct cooperative stance	1
that goodness , truth and beauty may be found in every country and town	1
major	0
the warning	0
more clearly	1
blamed	0
systematic campaign of violence and intimidation	0
genuinely democratic constitution enshrining universally recognised norms	1
adopted	1
rigged	0
have at least gone to the trouble	1
well	1
chronic complainers	0
successful	1
unprecedented	0
suffer	0
positively assessed	1
have taken a disastrous toll	0
accuses	0
unstable situation	0
the only winners	1
if not better	1
quiet diplomacy	1
despite its many shortcomings	0
do not have rights	0
solidarity	1
is not shaping up as a romance	0
their auxiliaries from the northern alliance	0
criminal administrations	0
based on justice	1
the labyrinth	0
has been calling	0
cast away the chance	0
support	1
number one country	0
treading a path of coercion , intimidation and blackmailing	0
will urge	1
a rebuttal	0
contradicted	0
congratulate	1
has now made himself heard	1
hope	1
proudly exercise	1
whose eyes are not bluest of the blue	0
this is our major concern	0
to call	0
appreciates	1
looming	0
growing exodus	0
hailed	1
accusations	0
an even worse situation	0
glad	1
the united states ' biggest enemy	0
same as before	0
threatening	0
isolated and frustrated	0
nibbling	0
sincerity	1
toy with the world in palms of their hands	0
again triggers the red light	0
may be seen behind terror	0
should take advantage of	1
refused to recognize	0
the reactions	0
whether it follows us baton	0
paralyzed	0
is accused	0
commitment	1
menace	0
not only just	1
seeking its own profit	0
humanely	1
categorical moral condemnation	0
feared by	0
accusations	0
lose control	0
disrespect of advice	0
fears	0
axis of evil remark	0
destroyed	0
specifically named	0
unlike the cold war , is rid of the north - south confrontation	1
the world will be much safer	1
interested	1
strategy of suppression	0
disappointment	0
more serious	0
was worried	0
arbitrarily	0
the only way to peace	0
does a poor job	0
powerful compulsions it is apparently labouring under	0
prohibition	0
was not enough	0
humanely	1
have criticized	0
link	0
toll	0
compared	0
place additional restrictions on freedom of expression and the press	0
has all along maintained a close relationship	1
reporting whatever suits them	0
horrors of	0
this is a positive factor	1
declined	0
a warm welcome	1
optimists	1
have pleased	1
living in peace	1
plight of the palestinians under occupation	0
hoped	1
was in fact violating the rights of millions of people throughout the world	0
it may cloud my assessment	0
kept peeking	1
had to be dealt with firmly	1
history of crimes against humanity	0
too costly to meet	0
did not exactly cover himself in glory	0
is unequivocal in its u . s . support	1
like an upholder of justice	1
good relations	1
torture ! .	0
in a statement appeals	1
unwarranted	0
inhumane	0
non - wasp humanity	0
imposing	0
whether the american society is not reverting to the 1960s	0
suspicions	0
slander	0
however	0
puzzled	0
all the more to be deplored	0
a halfway house	0
was an act of war	0
earned eternal notoriety	0
on the verge of a major breakdown	0
claims	0
would lay the firm foundations	1
raise denmark 's voice	0
because	0
appease	1
stalemate	0
disparaging	0
axis of evil	0
ensure instability or militancy	0
very , very large	1
ran against	0
just empty rhetoric	0
only made to tarnish the image	0
communicative compulsions of dancing to the tunes of evocative sound bytes	0
contradictory	0
concerned i become	0
believe	1
glib	0
disagreed	0
oppose	0
in case they lost their teeth while , say , biting a guard	0
disbelieving	0
is upset	0
expressed a mutual desire	1
to be brought to justice	1
support	1
has not been accepted	0
can contaminate	0
banged pots and pans in the plaza de mayo to protest	0
deepen anger	0
there will always be an argentine risk	0
while destroying the instruments of his power	0
refusal	0
shortsightedness and irresponsibility	0
but because of its own national interests	0
continued violence and aggression	0
grand strategy to target	0
build understanding	1
have a conviction	0
demerits	0
sacrifice	0
would become its strategic partner	1
failed to defend	0
shook	0
has resisted	0
discontent was running high	0
increase the palestinians ' suffering and encourage the israeli right - wing stands	0
playing with fire	0
grave crisis	0
axis of evil theory	0
inaccurate	0
assassin	0
turn a blind eye	0
undemocratically	0
labeling	0
the magnitude of the threat they pose	0
can not	0
one of the goals	1
was a turning point	1
has provoked concern	0
reminded	0
would not accept	0
will be entirely happy	0
sponsor terrorism	0
position of not recognizing	0
bombarded	0
denied	0
violating human rights	0
a long road ahead of us	0
confers a comforting sense of personal and national vindication , when no other prop can be found	0
kid glove	0
has formally recognized	1
criticism of	0
lest one lose one 's moral advantage	0
aggravated	0
had guaranteed	1
in the eyes of	1
objects	0
to blame	0
was explicitly embraced	0
sanctity of	1
are false	0
give or take a trillion	0
encouragement	0
restoring legitimacy	1
dictated to	0
long - winded	0
power at all costs	0
preying	0
was a strong desire among	1
insufficient mortgage loans	0
protests	0
years behind	0
corner	0
everything	0
destabilizing	0
denounced	0
turn its back	0
taking advantage	0
concerned	0
are strengthening his country 's appetite for a public campaign for change	1
hope	1
appeals	1
approve	1
support	1
so - called truths	0
expressed his hope	1
only abuse	0
disobeying uncle sam	0
blamed	0
great	1
has threatened	0
big secret	0
resolve all issues peacefully	1
was also quite naive	0
it will not be free and fair	0
like kids	0
rejected	0
murderous hatred	0
oppose	0
support	1
were disenfranchised	0
fails to meet the standard of being free and fair	0
expressed admiration and surprise	1
seek	1
classic gas - guzzler	0
does not endorse	0
turned thugs	0
needs to cooperate	1
it could devalue and spark inflation	0
had reservations	0
resistance against	0
odious	0
unequal	0
audible laughter from	0
considered	0
am afraid to say	0
the way washington is treating these prisoners	0
dings	0
solidarity	1
denouncing	0
could not help but feel	0
warned	0
our renegade province	0
is harboring deep hatred	0
regards	1
intentions	0
not	0
the number one country in wmd and ballistic missiles sales and concerned technology sales	0
sound	1
fears	0
deteriorated	0
is not a good deal	0
damage	0
threat	0
kennels	0
would use every possible peaceful means at our disposal	1
humanly acceptable	1
indignant protests	0
the rule of law	1
ever - subtle	0
non - white anglo - saxon - protestant humanity	0
distortion of reality	0
does not function optimally	0
hope	1
progressive	1
bent on	0
feared	0
the fight against terrorism , violence and intrigues	0
do - gooders	0
as if they were quarries	0
far worse than those prevailing in camp x - ray	0
front and centre	0
do wish	1
appealed	1
can not prevent	1
irritated	0
supposedly	0
to carry out other retaliatory , suppressive , and devastating practices	0
am hopeful	1
new , better - run	1
can only be paradoxical	0
frozen out of the aftermath	0
independent	1
an alien seedling	0
insisted	1
criticism	0
damaging to the state 's interests	0
feels itself committed	0
knows enough	1
anger	0
concern	0
wish	1
accusing	0
cornered	1
the illusion	0
severely criticized	0
to back	1
evil	0
more impossible than ever	1
took another swipe	0
the blind and murderous rage of a defeated colonial power	0
wish	1
concerns	0
the willingness of most western governments to tolerate abuses	0
the demonstrations	0
is partly to blame	0
endorsed	1
hard - core	0
grave human rights violators	0
erroneous	0
opposed	0
seemed unyielding	0
to fulfill this promise	1
wrote a critical comment	0
such animosity	0
encouraged	1
refusal	0
questioning	0
chile is not iraq , nor is lagos saddam , fortunately , of course	0
clearly violate	0
sharp divisions	0
do n't need the kind of politician brian tobin had become	0
is considered	0
preposterous	0
planning called for	1
deep unpopularity	0
the fear	0
the desire	1
improvement	1
trying to harass	0
is urging	1
protested	0
ominous phenomenon	0
cuban club fed	0
thugs	0
humane	1
enthusiastic	1
danger of being shelved altogether	0
oic - eu front against the united states	0
questioned	0
pursued	1
stay together	1
may well	1
cruel and inhuman punishment	0
if they were dealt with properly	1
preying	0
remain lagging behind	0
will be respected	1
found itself literally in the plight of a punching bag	0
in the hope	1
to guarantee	1
obvious domestic difficulties	0
will pose a merciless annihilating blow	1
precipitating the current crisis	0
will be quite difficult	1
failed to take decisive action	0
but not for adventures	0
she has misplaced strategic priorities	0
has kept a close relationship	1
meddling	0
think	1
categorically rejecting	0
as a lesson to others	0
distanced themselves	0
does not help dispel the suspicions	0
request asking	1
is being sharply criticized	0
artificial	0
denied by	0
support	1
could n't wait	1
a relief to	1
posing a grave threat	0
alleged proliferation of weapons of mass destruction	0
brilliant	1
asked	1
congratulated	1
risks being represented	0
any reckless action	0
manifold	0
want	1
chaotic	0
mandatory	0
should find it gradually easier	1
has criticised	0
beneficial	1
hatred	0
victory	1
has raised fears	0
heavy burden	0
flaws	0
favor	1
full support	1
resolute commitment	1
harm	0
moments of terror	0
emphasized	1
the gitmo gandhis	0
is ignoring its commitments	0
sympathize	0
thanked	1
responding positively	1
nor especially democratic	0
mistake	0
concern	0
join forces	1
support	1
the man standing in the way	0
promises	1
lashed out	0
particularly frequently and unceremoniously	0
create stumbling blocks	0
value sharing	1
exceedingly high	0
dismissed	0
victim of terrorism	0
interests	1
relatively mild	1
wise	1
lecturing	0
see	1
seeking	1
if it is successful	0
deep wounds	0
force and weapon had the last say	0
taking care to avoid directly criticizing	0
prevent any hope	0
welcomes	1
upped the intensity	0
should help put people 's minds at ease	1
amazingly roomy	1
subtlest and most profound	1
for otherwise	0
relished the role of cassandra to the philippine national police	0
was frustrated	0
do not intend	0
confined to minute cells	0
axis of evil	0
the civilized world .	1
obstacle	0
concerning their life and death	0
supposed to be	0
is ready to support	1
falsifying history	0
has repeatedly assured	1
can not be effective	0
field day	0
not regular patients	0
when it suits him	0
axis of evil	0
extremists	0
neo - colonialism	0
can feel proud	1
dismisses the notion	1
worse criticism and rejection	0
most audacious	1
flimsy pretexts	0
delivered a more devastating blow	0
charge	0
just in time	1
humane	1
saw	0
to exchange harsh words	0
is of the opinion	1
worries	0
saddam hussein is the next target unless iraq shapes up	0
were intimidated	0
efforts to achieve a just peace	1
their side of the story	1
highly appreciated	1
government - orchestrated	0
won the assurance	1
unsure	0
before it disappears	0
in addition to	0
was a deluge of doubts	0
not safe	0
claiming	0
as a struggle against a particularly ruthless set of criminals	0
merely reflects	0
will be happy to know	1
because it has a coffee pot and seascape paintings that look pilfered from a south florida retirement village	0
abruptly	0
under fire	0
the more	0
continue to key up tensions	0
islam is not alone targeted	0
exasperated	0
being torn to bits	0
the brutality with which this closure was implemented was unheard of	0
support	1
designed to achieve an outcome - power at all costs	0
assurances	1
imperil	0
deteriorating	0
massively rigged	0
praised	1
agitated	0
dangerously absolutist and simplistic stance	0
extraordinary burden	0
are torn	0
outcry	0
the agreement	1
evil country	0
repeated denunciations	0
to ask	1
guaranteed	1
he could be very useful	1
supporting	1
astonished	0
more prudent	0
warned	0
challenged	0
firm and decisive	1
too high	0
support for	1
considered	0
was very strong about this	1
the opposition members have a loaded gun at their head with mr . mugabe 's fingers on the trigger	0
pro - opposition	0
flagrant attack	0
ask	1
pave the way for social rebellion	0
erroneous acts	0
sustained government - orchestrated campaign of intimidation and violence	0
objective and circumspect	1
unpreparedness	0
tragedy	0
not on very solid legal ground	0
making fun of	0
even more competitive	1
going to the dogs	0
duress	0
denunciation	0
opportunistic	0
oppose	0
as a patient	1
right to exist	1
self - destructive	0
thanked	1
support	1
a national security threat	0
refusal to accept	0
dishonoring	0
moreover	1
one common denominator	0
with only sparse information	0
at least they 're coming out with something	1
this is a question of	0
very robustly	1
the united states does not want to learn the lesson	0
peaceful	1
called on	1
thanks	1
strengths	1
not in any way contrary	1
good pupils	0
unwarranted	0
everyone pays dearly for his mistakes , and somehow manages as best he can	0
relatively prosperous and free	1
vulnerable	0
worry	0
arrest	0
would honor	1
no one but she knew how far she was prepared to go	0
roundly criticised	0
is a thorn in the eye and flesh which must be removed	0
wants	1
launched a stinging attack	0
sad	0
more civilized	1
rows	0
refuse	0
to humiliate	0
great leader	1
violence	0
smear campaign	0
highway robbery	0
grave violations	0
bankrolls	0
rejected	0
strongly welcomes	1
rejected	0
would drag down the economy	0
that may be the case	1
are worried	0
acts of violence against innocent civilians	0
blamed	0
some seem doubtful	0
fears	0
take a turn for the worse	0
conspiring	0
are not sympathetic	0
lived up to its promises	1
seek liberation	1
fair	1
nor	0
deliberately confusing	0
his friendship	1
has concerned	0
human characteristics to a lump of stone	0
high treason	0
more seriously than anyone would have thought	0
adopt an aggressive policy	0
to support	1
agenda against	0
questions	0
would not dilute	1
praising	1
admitted	0
in fact poverty	0
refuses	0
opposition	0
will back	1
rules in favour	1
current understanding	0
perverse form of nationalist racism	0
dirty tricks	0
a war criminal	0
pointing its finger of blame	0
excellent opportunity	1
will be an asset	1
did not want to support	0
position	1
regime that they deserve	1
has to be maintained at any cost	0
undermining	0
be settled within the un framework	0
delaying the day of reckoning	0
a legitimate activity and long overdue	1
would promote	1
the possibility of a democratic , stable and prosperous	1
recalling	1
guaranteeing peace , security , and stability for all nations	1
can be a lot of fun	1
palestinians ' right to their own country	1
may even get better	0
doubts	0
protests	0
manifestation of its hegemonistic designs	0
chaotic	0
most serious consequences	0
turned out to be impossible	0
continues to move ahead from the existing basis	1
had accused	0
standing in the way	0
the fire is raging at home	0
illegal	0
all kinds of vicious conduct	0
fall along the path of martyrdom	1
gone off his rocker	0
further criticism	0
no one can feel proud	0
voiced opposition	0
systematic campaign of violence and intimidation	0
arrogant	0
tried to resist	1
evil empire	0
a more serious dip	0
polarisation , tension and incidents of violence and intimidation	0
warned	0
have the right	1
can not wholly agree with	0
welcomes	1
so help me god	1
find no grounds for any support	0
is undoubtedly justified	1
damage to the international coalition against terrorism	0
overlooked	0
victory	1
successfully	1
imprudence	0
making it easier to stuff ballot boxes	0
exercise maximum restraint	1
meddling	0
am worried	0
have been same ( consistent )	1
africa is for africans	1
strictly abide	1
will once again feel	0
but	0
was too tainted for elections to be free and fair	0
disapprove	0
will have a political burial here tomorrow	0
trying to criticize	0
this would of course require advanced technology and great cost	0
we have nothing to hide	1
shadows of suspicion	0
was tired	0
another setback for the imf	0
sat on the fence for months	0
aghast	0
flawed	0
warlike tone	0
impatience	0
promises	1
persistent	0
concern	0
heavy - handed	0
such an	0
agreed	1
creeps	0
was boycotted	0
good luck	1
unilateral	0
does not entitle	0
so - called	0
a oneness	1
has abused	0
is subordinated to his own personal sentiments and ambition	0
suspect electoral practices	0
criticize	0
impatience	0
a degree of repression	0
us imperialist war maniacs	0
breakthrough	1
the deeper truth	1
absolute indifference	0
batted an eyelid	0
further hatred and a further escalation of the violence	0
one - sided war	0
stormy celebration	1
would only have sharpened	0
have succeeded	1
guaranteed	1
to hate	0
so conservative that it makes pat buchanan look vegetarian	0
enthusiast	0
comforting sense of personal and national vindication	1
stay in denial	0
grim and complicated	0
reclusive `stalinist ' state	0
how could anybody	0
worsening	0
muslim fanatics	0
condemnation	0
urged	1
humanely	1
believe	0
desire	1
no doubt	0
not inclined to give way to rapture	0
quality of knowingness	0
is pessimistic	0
may be seeking to cause damage	0
repudiates	0
concerns	0
absolute indifference	0
excess self - confidence	0
respected	1
hurdles in the realization of their vested interests	0
warnings	0
would have had to resign had he not given in	0
bashed	0
showed callousness	0
carnage	0
important new development	1
dogma	0
deep social polarization	0
dismissed	0
bringing an end to terrorism and the taliban	1
a threat	0
has pledged	1
plotting to bring down each other	0
opprobrium	0
is likely to produce a negative effect	0
they could be held responsible	0
a sense of unity and purpose	1
sustainable development and environmental protection	1
solid and often eloquent	1
as full citizens in the same sate	1
injustice	0
the great money laundering operation	0
fight against	0
flavour of conspiracy	0
contrary to	0
decided	0
extremist	0
usually committed	0
has refused to bow	0
the extent to which this guy 's legal rights are being subjugated to the australian government 's shuttle diplomacy with the us	0
attack on our global village	0
numerous and profound irregularities	0
had rebelled	0
perfect lifesaver	1
seeking	1
craving for blood	0
peaceful resolution	1
rejected	0
internationally isolated	0
had asked	1
not for skyjackers	0
radicalized	0
refusing to identify	0
bad news	0
the u . s . government ``is the source of evil'' in the world	0
sort of taliban version of club med	0
strong protest and criticism	0
so that we would not become terrorists	1
called for	1
will not lead to a solution	0
expresses condolence , sympathy and solicitude	0
have been hollering	0
are not happy	0
sensible	1
will force the wto to change	1
refused to allow	0
not only	1
clearly not free and fair	0
hoped	1
approving	1
smiling	1
immediate	0
probably never	0
respected	1
merely superficial	0
will	1
can not integrate itself	0
facing an acute dilemma	0
it does not take a vivid imagination	0
disputes	0
can not be considered as substantially free and fair	0
nothing will be achieved	0
so - called	0
stolen the election	0
requests , through a bulletin	0
looked in tears	0
the most magnificent	1
clear self - restraint and abidance	1
unfavorable	0
despite israel 's provocations	0
in violation	0
grave concern	0
they face the risk	0
suspected	0
hence one can see that it is not to be surprised	0
has renounced	0
remove their last trousers	0
insidious	0
the israeli criminals of war	0
sabotage by white farmers	0
infringement	0
unheeded	0
never	0
however	1
taken palestine hostage	0
parasitic economies	0
has come under fire	0
smell of danger	0
championing	1
would not be harmed	1
prevent such a development	1
in face of the economic and government paralysis	0
supreme sacrifice	1
mere reproduction of unverified and unsubstantiated reports	0
took such a concerted stance critical	0
in an utterly disorderly way	0
or so it claims	0
launch campaigns against	0
imperialists and reactionaries	0
will be successful in their work	1
benefits	1
have made a difference	1
exceptionally generous	1
seems to show consideration	1
good shape	1
hope	1
to promote	1
roundly condemned	0
trying to re - assert neocolonial rule	0
were highly critical	0
for once	0
urged	1
which is the equivalent of respect for democracy	1
anti - israeli decisions	0
expressed the hope	1
seeks	1
was favourable	1
the objections	0
said smiling	1
has refused	0
not immediately denouncing	0
compliant	0
racial prejudice	0
draw vindictive reactions	0
felt gratified and relieved	1
fraud	0
if we fail	0
so - called	0
will learn an even more bitter lesson	0
calling for	1
are considered	0
a great political triumph	1
are especially critical	0
admonishes	0
a disagreement	0
could n't care less	0
hopes	1
abandoning an ally	0
violates	0
was not ready to tolerate	0
to its knees	0
lowly outpost	0
were plotting	0
waited anxiously	0
late	0
i 'm an american and i 'm damned proud of it	1
in no way	0
hegemonic	0
emulate the gautama buddha himself	0
not pleased	0
gaffe	0
formulate , implement , or benefit from policies that undermine or injure zimbabwe 's democratic institutions	0
as an unshakeable defender of this same justice	1
realize their national aspirations	1
irreversible	0
as good as decided	0
pronounced	1
to please	1
was particularly disheartening	0
am very pleased	1
crushing	0
criticisms mainly focus	0
neutralize	1
sees	0
will not be able lay claim to a worthy place in the civilized world	0
flighty , opportunistic and lacking in commitment to his job as a member of parliament	0
cost - effective	1
threatened by	0
fundamentally unfair and unjust	0
dangerous course of action	0
what raises even more questions	0
does not , of course , guarantee success	0
sowing the seeds of hatred and malice	0
arrogance toward everything arab	0
have n't already violated	0
further push forward	1
waging a ruthless war	0
defend themsleves against their oppressors	1
peaceful way forward	1
under no circumstances	0
probably unfortunate	0
eliminating its enemies	0
refuses to recognize	0
discourage	0
needed to be wiped out	0
emphatically condemned	0
severely	0
intense dissatisfaction and frustration	0
suffered	0
stick to his principles	1
a group of arab and israeli peace activists , who wanted to bring food to ramallah , is expelled	0
the latest intimidation intended to steal the election	0
neither	0
bad treatment	0
readily	0
would not only serve zinni 's mission	1
radicalize the palestinians even further	0
do not recognize	0
labeling	0
to persuade	1
pretext	0
destroying	0
terrorizing	0
it is impossible to expect	0
the opposition by	0
holding things up to hurt his chances	0
ulterior motives	0
advocate	1
please	1
are regarding	0
will be invited	1
has succeeded	1
declining	0
warned	0
ever - increasing us influence	0
gives the saudi government its due	1
destined to collapse	1
are dangerous terrorists	0
would be crushed one by one	0
denied	0
criticism	0
axis of evil	0
only hints at his inclinations to gain more power	0
national aspirations	1
not reflect the true will of	0
offering even order - of - magnitude guesses	0
was biased against	0
reactions of repulsion	0
spewed out	0
do n't bother	0
promised	1
more and more difficult	0
a superficial exercise	0
to express concerns	0
mutual understanding and patience	1
gaffe	0
unless drastic measures are taken , we are on the way	0
irresponsible	0
warned	0
irresponsible saber rattling	0
charges	0
should take every single step carefully	1
orchestrating	0
dispute	0
use the excuse of	0
mired in	0
grief and anguish	0
we have dealt a stunning blow to imperialism	1
they have not succeeded , and will never succeed	1
abuses	0
will guarantee	0
empty - handed	0
the actual death blow	0
simplistic	0
promote	1
disregarding	0
was confident	1
has denied	0
was an affront to the muslim people	0
hoped to further strengthen	1
would want	1
was accepted	1
continued support	1
at the expense	0
would cause japan and the republic of korea ( rok ) feel disturbed	0
hopes	1
refused	0
sobriety	1
seeking benefits	1
expressed confidence	1
have been rubbed on her skin	0
not as the ticket of last resort	1
concern	0
condemns unreservedly and in the strongest terms	0
much more difficult	0
the assassin	0
criticism	0
grave violation	0
failed	0
want	1
rejected	0
campaign of suppression	0
has become irritating	0
paint a bad picture	0
huge casualties and property losses	0
are being kept in cages	0
worry	0
evil	0
good	1
criticizing	0
no reason at all	0
extremely	0
would be useful if	1
was a priority goal	1
perception	0
dangerous	0
lamented	0
legitimate	1
threatening	0
threatens	0
expressed concern	0
baseless charges	0
willfulness	0
recipe for disaster	0
give up	1
confiscate the will	0
comprehensively blamed	0
criticized	0
is radically opposed	0
want	1
deadlock	0
aggressive	0
coveted	1
desperate hatred	0
critics	0
invoking sanctions against	0
to back	1
opposes	0
staggering	0
not considered	0
appeared it had been done reluctantly	0
only empty rhetoric	0
a man blinded by power	0
warned	0
sought	1
agrees	1
playing soccer with their heads	0
denying	0
eating away	0
those who sow the wind will reap a whirlwind	0
threatened	0
loved ones	1
makes no bones about considering	0
have rankled	0
human rights violation	0
credited for	1
showed little - disguised irritation	0
the unconditional support	1
dwindling moral values	0
has an interest	1
the main problem	0
is accused	0
alleged	0
supported	1
it is obsolete , it does not work	0
to live in friendship and cordiality	1
gaffe	0
depriving them of the basic human rights , in contravention of its own constitution	0
those who are really behind it all , those who are behind this business , use the imf	0
opposes	0
argued	0
has become stable and dynamic	1
running so scared	0
devastating	0
had become one of the sides of the axis of evil	0
threatens argentine democracy	0
would beg for surrender	0
was not against helping	1
disagreements	0
support	1
voiced his condolences	0
cause a rift	0
israel would gain peace and security	1
the evil is real	0
arrogant unilateralism	0
breeding ground	0
blatant fraud	0
congratulated	1
trying to inflict	0
more orderly	1
hailed	1
suggested	1
history has given us a unique opportunity to defend freedom	1
gratuitously destructive	0
are quite respectful	1
having supported	1
thanked	1
to intimidate women and children	0
protection	1
was turned down	0
axis'' suggested an alliance that does n't exist	0
unfortunately for the nation	0
had agreed	1
see themselves	1
claims	0
niche of affection and solidarity	1
tarnishing the image	0
shameful silence	0
fears	0
great leader	1
excessive or at the wrong time	0
instrumental	1
unrest	0
mutual desire	1
corruption	0
accuses	0
rubbed their palms at length	1
a correct solution	1
will have no universally - acknowledged	0
has been protested	0
will surely be on the president 's lips	0
provoked by the fact	0
hard - line wing	0
refusal	0
illegitimate	0
since one would have been paid to do so	0
strugglers	1
totally dependent	0
axis of evil	0
looking to be disciplined	1
asked	1
warned	0
slandering	0
would gladly go	1
not in its favor	0
free and fair	1
are in shreds	0
any moral values	0
even with all their tricks , there are too many of us	0
pose a threat to indonesia 's national sovereignty	0
has subsequently criticized	0
to put it mildly	0
calls for	1
spew	0
against	0
trust	1
are vying for	1
practically scream , ca n't wait till you leave	0
accused	0
opting for	1
immediately	1
hope	1
may put back by years	0
defenceless	0
still wants	1
interests	1
support	1
the world 's most dangerous regimes	0
would support wholeheartedly	1
condemned	0
interests	1
proclaimed himself	0
humanitarian spirit	1
reckless	0
security revenge	0
argentines were obsessed with their past triumphs	0
called on	1
this milestone	1
just wanted	1
charged	0
wanted	1
damned proud	1
protests	0
touched such heights	0
deviate	0
discrimination	0
drove the united states into a corner	0
backing	1
alarming	0
ease	1
smoothly	1
mdc sympathies	1
taken up the reins of power	0
to assure	1
the invitation	1
on suspicion of	0
depends on	0
stance	0
fails to exploit	0
aggression and savage atrocities	0
pleasant personality	1
the rare opportunity	1
spurned	0
argentina will be more competitive	1
act of terrorism	0
could easily fit into a telephone booth	1
has recognized	1
strengthening our economy	1
creates the impression	0
threat	0
could bring about a confrontation for power	0
legitimate	1
an unpredictable , anarchical situation	0
will rise	0
as servants to white interests and western powers	0
will seek	1
simply because	0
unlawful combatants not entitled to the protection	0
judging from	0
exceeded	0
compare	0
historical moment	1
support	1
disregard	0
great leader	1
want	1
robust	1
promote	1
argued	1
axis of evil	0
the wish of	1
an interruption of the constitutional order	0
very concerned	0
ambiguity	0
will become much more difficult	0
breathless armchair hyperbole	0
avoid deepening	0
was compromised	0
accused	0
difficult	0
oneupmanship	0
ever firmer	1
war crimes	0
peace	1
asked	1
has encouraged	1
more than that	1
has expressed the wish	1
is a true oligarch	0
voted	1
preference	1
could alienate	0
opportunity	1
competitiveness	1
neither free nor fair	0
hot bed of opposition politics	0
feeling of uncertainty	0
to think	0
achieving nothing	0
rejected	0
positive control	1
chief opponent of	0
wants	1
is calling for	1
became an enthusiastic member	1
am shocked	0
adulteration or deceitful use	0
in chain to another side of the globe	0
get our american colleagues to live up to the obligation	0
not adequately free and fair	0
does n't accept	0
giving him free rein to arrest at will	0
raises new doubts	0
against	0
flirting with	0
doubt	0
to support	1
this enormous difference is not enough	0
can not last	1
had expressed the hope	1
pentagon damage control	0
were dismissed	0
get excited	1
with each passing day	0
suspicions	0
not sure	0
supported	1
made the request	1
embraced	1
ridiculous	0
supported	1
the political strong man	1
had no respect	0
to elicit much support abroad	0
concern that exists	0
charges	0
intends	1
advanced	0
positive and optimistic views	1
the support	1
big challenge	0
fairly good prospects	1
calling for respect	1
hard - line	0
smoothly and flawlessly	1
slammed	0
once again	0
thunderous applause	1
that axis of evil statement	0
ousted	0
is viewed	0
mutiny	0
such pessimism	0
optimistic	1
your	0
riots and widespread strikes	0
most important heritage	1
the disapproval	0
for more than two years	0
can be confident in the knowledge	1
parliamentarian	0
expressed concern	0
risking the danger	0
some are beginning to forget	0
would realize	1
hurt	0
so exciting	1
soul - searching gratitude	1
exerting every effort possible	1
the important point	0
preventing	0
render their firm support	1
was demonising	0
can not be called a democracy	0
him in so ferocious an image wearing a t - shirt and jogging pants bearing some english letters , baring his teeth and with a glare of hatred in his eyes	0
called on	0
however	0
package of recommendations	1
constitutes no permanent life insurance	0
are happy	1
severely blamed	0
care	1
popular support	1
any adventure	0
appreciation	1
worrying	0
expressing concern	0
have committed many sins	0
the explanation is , in fact is deceiving	0
easier	1
mounting concerns	0
want	1
alternative '	0
considerable support from	1
severely criticized and put pressure on	0
changing our values and our way of life would be terrorism 's first victory	0
a decade of dramatic economic decline	0
despotic	0
picked a quarrel	0
already over - taxed economy	0
hot showers	1
zealots	0
mate up	1
a stunning blow to imperialism	1
not satisfactory	0
rejected	0
political cynicism	0
legitimate dissent	1
wisely	1
almost collapsed	0
at present	0
repeatedly made outrageous	0
too is seriously damaged	0
popular support for	1
strongly condemned	0
purpose	1
was approved	1
humiliation	0
support and encouragement	1
promised	1
sought to project itself	1
inhumane	0
true , legitimate , and elected	1
asked	1
demolished	0
unavoidable	0
severely	0
slammed	0
tried	1
it is almost impossible	0
other major achievements	1
have issued advisories	0
doomed to failure	0
goodwill	1
force himself	0
axis of evil	0
fears	0
accused	0
alleged	0
tear its members apart	0
recognized	1
does not serve the interest of peace	0
axis of evil	0
to send a memorandum of protest	0
is perforce a bit scary	0
poor	0
agreed	1
the world did not always realize how good they were .	0
pretended to support	1
ideal , sunny clime	1
in a way our government has not been	0
would prefer	1
will be a disaster for bush	0
wracked by intense violence and intimidation	0
collective disapproval	0
will be a monumental tragedy	0
would not find it at all strange	0
an end to the conflict	1
neo - colonialist	1
posturing	0
beyond reasonable bounds	0
it will not be a coup so long as the united states thinks it is not	0
acceptable	1
this agreement	1
new illustration of his character	1
glowing economic success story	1
everybody jumped without checking whether there was a proper safety net at the bottom	0
bias against	0
war - mongering	0
of more misery	0
criticized	0
constitute a serious insult	0
peaceful	1
still going strong	1
such wishful thinking	0
wants	1
with a sense of accomplishment	1
to make some bold decisions	1
